loan_application_id,applicant_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
d68dff96-edad-11ea-a38c-431d08fa81f1,1603493,6,electronic equipment,2108000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e0022-edad-11ea-9d70-3c103640d5c9,1807486,45,electronic equipment,3031000,4,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,1
d68e00a4-edad-11ea-8b49-45f1405c5e34,1543290,9,education,1501000,2,car or other,0,0,,2,critical/pending loans at other banks,1
d68e0130-edad-11ea-bbab-1e4beea30152,1468750,6,electronic equipment,1382000,1,car or other,0,0,,2,critical/pending loans at other banks,0
d68e01bc-edad-11ea-9e29-53acf47e6b1b,1849580,12,FF&E,951000,4,car or other,0,0,bank,4,existing loans paid back duly till now,1
d68e023e-edad-11ea-95c9-3f1412907590,1855241,24,used vehicle,2760000,4,,0,0,bank,1,existing loans paid back duly till now,0
d68e02ca-edad-11ea-b64a-3127203dc83e,1709944,18,FF&E,4297000,4,,0,0,,1,delay in paying off loans in the past,1
d68e034c-edad-11ea-b1de-0821def7510b,1781381,9,education,936000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68e03d8-edad-11ea-9d2e-1f822d5d9631,1505411,12,new vehicle,1168000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e0464-edad-11ea-b45d-210779936409,1662647,27,business,5117000,3,car or other,0,0,,2,delay in paying off loans in the past,0
d68e04f0-edad-11ea-a684-30e6a7a18332,1277108,12,career development,902000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e0572-edad-11ea-b1be-0eb82d669d63,1632379,12,new vehicle,1495000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e05fe-edad-11ea-8777-5804b48f186d,1232889,30,used vehicle,10623000,3,,0,0,,3,critical/pending loans at other banks,0
d68e0680-edad-11ea-a217-59d58130e295,1729265,12,FF&E,1935000,4,real estate,0,0,,3,critical/pending loans at other banks,0
d68e070c-edad-11ea-88f7-37a732ef1a71,1266769,12,domestic appliances,1424000,4,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68e078e-edad-11ea-a940-17d25b3ebb34,1457378,24,business,6568000,2,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68e081a-edad-11ea-ba71-1fe7ad7778f8,1241829,12,used vehicle,1413000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e08a6-edad-11ea-be71-5562220c53ef,1586696,9,electronic equipment,3074000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68e0932-edad-11ea-ab97-58f00c90dff8,1878718,36,electronic equipment,3835000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e09b4-edad-11ea-b0f3-55edee17ecbe,1613024,27,business,5293000,2,building society savings agreement/life insurance,0,0,stores,2,no loans taken/all loans paid back duly,1
d68e0a40-edad-11ea-a933-2cf27647c1e9,1781216,30,business,1908000,4,real estate,0,0,,1,delay in paying off loans in the past,1
d68e0ac2-edad-11ea-948a-3ff265ce8f10,1529476,36,electronic equipment,3342000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68e0b4e-edad-11ea-ab53-12f15db15309,1680133,6,career development,932000,1,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68e0bda-edad-11ea-b84d-4e7eecabc40d,1671701,18,business,3104000,3,building society savings agreement/life insurance,0,0,bank,1,no loans taken/all loans paid back duly,0
d68e0c66-edad-11ea-b0b3-1fa0e1d66548,1698484,36,electronic equipment,3913000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e0ce8-edad-11ea-b987-10fbb2aa3ec7,1482932,24,FF&E,3021000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e0d74-edad-11ea-a29e-1f15d7951196,1332984,10,new vehicle,1364000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e0df6-edad-11ea-a84b-0a0936775ec2,1280672,12,electronic equipment,625000,4,real estate,0,1,bank,1,existing loans paid back duly till now,0
d68e0e82-edad-11ea-b8a3-35a9057ed467,1622064,12,education,1200000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
d68e0f04-edad-11ea-8da1-12333b8e6c4b,1593121,12,electronic equipment,707000,4,real estate,0,0,bank,2,existing loans paid back duly till now,0
d68e0f90-edad-11ea-8cc7-074ebdd5a364,1128002,24,business,2978000,4,real estate,0,0,,2,delay in paying off loans in the past,0
d68e1012-edad-11ea-a1dc-02a2e32dacd7,1761229,15,used vehicle,4657000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68e109e-edad-11ea-a0a4-17fc848e6c37,1564360,36,repair costs,2613000,4,car or other,0,0,,2,no loans taken/all loans paid back duly,0
d68e1120-edad-11ea-89cc-04181e7efb5f,1749949,48,electronic equipment,10961000,1,,1,0,bank,2,existing loans paid back duly till now,1
d68e11ac-edad-11ea-a0d7-54fc6ee145ce,1468094,12,FF&E,7865000,4,,0,0,,1,existing loans paid back duly till now,1
d68e122e-edad-11ea-b9e8-0a3108df5de0,1857654,9,electronic equipment,1478000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e12ba-edad-11ea-9549-0981b4b9a301,1785759,24,FF&E,3149000,4,,0,0,bank,1,existing loans paid back duly till now,0
d68e1346-edad-11ea-a567-40073b2c65ce,1596358,36,electronic equipment,4210000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e13c8-edad-11ea-9247-02f78e6677c0,1515190,9,new vehicle,2507000,2,,0,0,,1,existing loans paid back duly till now,0
d68e1454-edad-11ea-85fa-2f978cfb56de,1720597,12,electronic equipment,2141000,3,,0,0,,1,existing loans paid back duly till now,0
d68e14d6-edad-11ea-a31c-23194c8d5577,1487170,18,electronic equipment,866000,4,real estate,0,1,,1,existing loans paid back duly till now,0
d68e156c-edad-11ea-a877-347e6a1e2ea7,1570458,4,electronic equipment,1544000,2,real estate,0,0,,3,critical/pending loans at other banks,0
d68e15f8-edad-11ea-876e-3b88c3d951ee,1216325,24,electronic equipment,1823000,4,car or other,0,0,stores,1,existing loans paid back duly till now,1
d68e1684-edad-11ea-9009-0089176fd6e6,1810247,6,new vehicle,14555000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e1706-edad-11ea-96c6-333508d5ad1f,1303121,21,business,2767000,4,car or other,0,0,bank,2,existing loans paid back duly till now,1
d68e1792-edad-11ea-9782-57ea288367ef,1755306,12,electronic equipment,1291000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68e1814-edad-11ea-bfae-20144406b85f,1429938,30,electronic equipment,2522000,1,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68e18a0-edad-11ea-8960-490b274c8527,1255291,24,new vehicle,915000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
d68e192c-edad-11ea-900f-2f8360289e46,1766084,6,electronic equipment,1595000,3,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e19ae-edad-11ea-ba93-13f365df0d46,1598979,48,used vehicle,4605000,3,,0,0,,2,no loans taken/all loans paid back duly,1
d68e1a3a-edad-11ea-b615-5860f8ba15b2,1700009,12,business,1185000,3,real estate,0,0,,2,critical/pending loans at other banks,0
d68e1ac6-edad-11ea-8f68-351b995233b8,1591456,12,career development,3447000,4,real estate,0,0,,1,all loans at this bank paid back duly,0
d68e1b48-edad-11ea-be10-3935548fdc15,1444099,24,business,1258000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e1bd4-edad-11ea-b4b5-00cacbe309d1,1627604,12,electronic equipment,717000,4,real estate,0,0,,3,critical/pending loans at other banks,0
d68e1c56-edad-11ea-b2a7-191919502787,1533746,6,new vehicle,1204000,4,,0,0,bank,1,no loans taken/all loans paid back duly,0
d68e1ce2-edad-11ea-a051-1d0bb5078fe9,1659113,24,FF&E,1925000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e1d64-edad-11ea-bbb3-547a3436cc52,1276035,18,electronic equipment,433000,3,real estate,1,0,,1,existing loans paid back duly till now,1
d68e1df0-edad-11ea-a91d-3fe8cb8081c7,1812017,6,new vehicle,666000,3,real estate,0,0,,2,critical/pending loans at other banks,0
d68e1e7c-edad-11ea-a2c3-3e44efa427a4,1540012,12,FF&E,2251000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e1efe-edad-11ea-94e0-1be6e48a3384,1582743,30,new vehicle,2150000,4,,0,1,bank,1,existing loans paid back duly till now,1
d68e1f8a-edad-11ea-ab60-53cc53b08fd4,1891614,24,FF&E,4151000,2,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68e200c-edad-11ea-bcbb-1f78cc3a5acb,1685016,9,FF&E,2030000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e2098-edad-11ea-9e1e-41d5d9e7b728,1656238,60,electronic equipment,7418000,1,real estate,0,0,,1,delay in paying off loans in the past,0
d68e211a-edad-11ea-9895-13c4181fc5f7,1444375,24,electronic equipment,2684000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e21a6-edad-11ea-99c3-152c796ded8d,1148952,12,electronic equipment,2149000,4,,0,0,,1,all loans at this bank paid back duly,1
d68e2228-edad-11ea-b7aa-4eab7872da17,1397248,15,used vehicle,3812000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e22b4-edad-11ea-85af-2566a56d91f3,1513777,11,electronic equipment,1154000,4,real estate,0,0,,3,critical/pending loans at other banks,0
d68e2340-edad-11ea-a8bb-50e0c15ea523,1352424,12,FF&E,1657000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e23cc-edad-11ea-92dd-3f3f75c69901,1585697,24,electronic equipment,1603000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e244e-edad-11ea-99f0-42b1e91f9fe4,1552427,18,new vehicle,5302000,2,,0,0,,3,critical/pending loans at other banks,0
d68e24da-edad-11ea-be4e-45c4e36808ac,1194650,12,education,2748000,2,,0,0,bank,3,critical/pending loans at other banks,0
d68e255c-edad-11ea-917c-517b775255a7,1516910,10,new vehicle,1231000,3,real estate,0,0,,2,critical/pending loans at other banks,0
d68e25e8-edad-11ea-80bb-36d3df6975b9,1847834,15,electronic equipment,802000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e266a-edad-11ea-99e3-29272d55e400,1647128,36,business,6304000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e26f6-edad-11ea-bed5-4a97cc530028,1232944,24,electronic equipment,1533000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68e2782-edad-11ea-88c8-2293147a4e28,1310758,14,new vehicle,8978000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e280e-edad-11ea-94e1-288ca5e59666,1650945,24,electronic equipment,999000,4,car or other,0,0,,2,existing loans paid back duly till now,0
d68e2890-edad-11ea-bbb4-4ba1c6c68ac8,1193039,18,new vehicle,2662000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e291c-edad-11ea-8209-57673362a353,1753115,12,FF&E,1402000,3,car or other,0,0,,1,critical/pending loans at other banks,0
d68e29a8-edad-11ea-9d7e-30c40388002a,1799149,48,new vehicle,12169000,4,,1,0,,1,all loans at this bank paid back duly,0
d68e2a2a-edad-11ea-ada6-2781c5a56266,1152260,48,electronic equipment,3060000,4,real estate,0,0,,2,existing loans paid back duly till now,1
d68e2ab6-edad-11ea-aee5-0f35292a4c8b,1522384,30,repair costs,11998000,1,,0,0,,1,existing loans paid back duly till now,1
d68e2b42-edad-11ea-a975-3b4dbdddddb6,1826417,9,electronic equipment,2697000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e2bc4-edad-11ea-8b41-20866d5b3127,1860196,18,electronic equipment,2404000,2,car or other,0,0,,2,critical/pending loans at other banks,0
d68e2c50-edad-11ea-9b2e-37f4f1543f2e,1832835,12,FF&E,1262000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e2cdc-edad-11ea-b541-0b6ee74deb74,1268091,6,FF&E,4611000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e2d68-edad-11ea-99d6-36938c64c002,1755105,24,electronic equipment,1901000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e2dea-edad-11ea-8c8b-52156d83aedb,1769868,15,used vehicle,3368000,3,,0,0,,2,critical/pending loans at other banks,0
d68e2e76-edad-11ea-80ef-0d1fa36cd6fd,1243419,12,FF&E,1574000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e2ef8-edad-11ea-b7f9-428333b15f7e,1131444,18,electronic equipment,1445000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
d68e2f84-edad-11ea-a240-1e0945cf1819,1844436,15,FF&E,1520000,4,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68e3010-edad-11ea-a853-30a319c4addf,1856693,24,new vehicle,3878000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68e309c-edad-11ea-854a-54c6ae45ce7d,1405233,47,new vehicle,10722000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e3128-edad-11ea-af8b-4401e9ad68c7,1442483,48,used vehicle,4788000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e31aa-edad-11ea-b7b9-0b881c038c4d,1761078,48,,7582000,2,,0,0,,1,delay in paying off loans in the past,0
d68e3236-edad-11ea-b092-3f5812819474,1838488,12,electronic equipment,1092000,4,real estate,0,1,,2,existing loans paid back duly till now,0
d68e32c2-edad-11ea-8a35-405e89018877,1379318,24,electronic equipment,1024000,4,real estate,0,0,stores,1,delay in paying off loans in the past,1
d68e334e-edad-11ea-87a3-4a4963dbf552,1688183,12,business,1076000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e33d0-edad-11ea-9e51-408fea272a74,1340983,36,used vehicle,9398000,1,car or other,0,0,,1,existing loans paid back duly till now,1
d68e345c-edad-11ea-a1f9-245ec6f2aec2,1163798,24,used vehicle,6419000,2,,0,0,,2,critical/pending loans at other banks,0
d68e34e8-edad-11ea-a655-04c93e4deb34,1225433,42,used vehicle,4796000,4,,0,0,,1,critical/pending loans at other banks,0
d68e3574-edad-11ea-a7f9-21b1548846fd,1563134,48,business,7629000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
d68e3600-edad-11ea-9548-25671bd96035,1559877,48,FF&E,9960000,1,car or other,0,0,,1,existing loans paid back duly till now,1
d68e368c-edad-11ea-ac6e-32841db1b677,1437216,12,used vehicle,4675000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e370e-edad-11ea-9d54-37c1c4c21c6c,1347244,10,new vehicle,1287000,4,building society savings agreement/life insurance,1,0,,1,existing loans paid back duly till now,0
d68e379a-edad-11ea-945d-3f8ffb76d6ad,1124063,18,FF&E,2515000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68e3826-edad-11ea-8f9c-4a4cdfcde1b5,1395426,21,FF&E,2745000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68e38b2-edad-11ea-af18-4bb191a4d33f,1313483,6,new vehicle,672000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e3934-edad-11ea-b669-37a605c96500,1704941,36,electronic equipment,3804000,4,car or other,0,0,,1,no loans taken/all loans paid back duly,1
d68e39c0-edad-11ea-adb0-36e000004ba9,1420165,24,new vehicle,1344000,4,real estate,0,0,bank,2,critical/pending loans at other banks,1
d68e3a4c-edad-11ea-ba2a-544126b23f05,1600427,10,new vehicle,1038000,4,building society savings agreement/life insurance,1,0,,2,critical/pending loans at other banks,0
d68e3ad8-edad-11ea-8a0b-46fe18c95706,1722344,48,new vehicle,10127000,2,,0,0,bank,1,critical/pending loans at other banks,1
d68e3b5a-edad-11ea-9f31-3e446c7e1059,1535647,6,FF&E,1543000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e3be6-edad-11ea-b013-08362e4ac829,1774831,30,used vehicle,4811000,2,building society savings agreement/life insurance,0,0,stores,1,existing loans paid back duly till now,0
d68e3c72-edad-11ea-8382-011c349aff43,1385836,12,electronic equipment,727000,4,,0,0,,1,existing loans paid back duly till now,1
d68e3cfe-edad-11ea-a64a-43478821f6fc,1211897,8,FF&E,1237000,3,real estate,0,0,,1,existing loans paid back duly till now,1
d68e3d80-edad-11ea-b8b8-1ba33a1ae103,1241781,9,new vehicle,276000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e3e0c-edad-11ea-833e-5502127b3f32,1538187,48,,5381000,3,,0,0,bank,1,existing loans paid back duly till now,0
d68e3e98-edad-11ea-97bf-3dd322e8e03d,1770099,24,FF&E,5511000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
d68e3f24-edad-11ea-91bc-5391281d85cf,1246068,24,FF&E,3749000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e3fb0-edad-11ea-93b6-258a9f8230b2,1738925,12,new vehicle,685000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
d68e4032-edad-11ea-a8bc-45d3795c0cc3,1546660,4,new vehicle,1494000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e40be-edad-11ea-a6d0-32cc83a50753,1363538,36,FF&E,2746000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,1
d68e414a-edad-11ea-bff6-1cd54b9b25b1,1173975,12,FF&E,708000,2,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68e41cc-edad-11ea-8355-09f2e9c64c6c,1527645,24,FF&E,4351000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e4258-edad-11ea-b477-20add492fe93,1269451,12,education,701000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68e42e4-edad-11ea-8c8d-2e48bebe38c5,1635930,15,FF&E,3643000,1,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68e4366-edad-11ea-ba56-12c7aac57ec6,1443537,30,new vehicle,4249000,4,car or other,0,0,,2,critical/pending loans at other banks,1
d68e43f2-edad-11ea-a1b5-2ad458b1c9b6,1366526,24,electronic equipment,1938000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e447e-edad-11ea-b3e4-338e7aaf2af2,1492566,24,used vehicle,2910000,2,,0,0,,1,existing loans paid back duly till now,0
d68e4500-edad-11ea-b57e-1595607c87df,1212992,18,FF&E,2659000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e458c-edad-11ea-ad84-480b642ff1ff,1449219,18,new vehicle,1028000,4,real estate,0,0,,2,critical/pending loans at other banks,0
d68e4618-edad-11ea-83c2-473e6f12ced0,1113782,8,new vehicle,3398000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68e469a-edad-11ea-9653-1f956a5a2867,1127014,12,FF&E,5801000,2,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,0
d68e4726-edad-11ea-82c1-29197a6819fc,1730202,24,new vehicle,1525000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e47b2-edad-11ea-8f4a-507b0469f048,1831874,36,electronic equipment,4473000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e483e-edad-11ea-838e-0908b02a3c56,1839770,6,electronic equipment,1068000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e48c0-edad-11ea-99c1-50ca218d8f74,1397184,24,used vehicle,6615000,2,,0,0,,2,critical/pending loans at other banks,0
d68e494c-edad-11ea-93be-3072a10dcb32,1893558,18,education,1864000,4,real estate,0,0,,2,critical/pending loans at other banks,1
d68e49d8-edad-11ea-92ac-03000f78c836,1392044,60,new vehicle,7408000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68e4a5a-edad-11ea-8c2f-1f1605c5d4b5,1658501,48,used vehicle,11590000,2,car or other,0,0,bank,2,critical/pending loans at other banks,1
d68e4ae6-edad-11ea-9384-080fb801b725,1749671,24,FF&E,4110000,3,,0,0,bank,2,no loans taken/all loans paid back duly,1
d68e4b72-edad-11ea-9e56-3ed3a833bbbb,1497135,6,FF&E,3384000,1,real estate,0,0,,1,critical/pending loans at other banks,1
d68e4bf4-edad-11ea-a6db-2a7c75671381,1742101,13,electronic equipment,2101000,2,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68e4c80-edad-11ea-bfe9-2b5967cbdb78,1674059,15,domestic appliances,1275000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e4d0c-edad-11ea-ae79-3a47e5e3c803,1507864,24,FF&E,4169000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e4d98-edad-11ea-acca-3ea777d761b0,1191977,10,FF&E,1521000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e4e24-edad-11ea-9c36-4de81fb02fb0,1572898,24,education,5743000,2,,0,0,,2,critical/pending loans at other banks,0
d68e4ea6-edad-11ea-9dd8-15c117e65378,1193436,21,FF&E,3599000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e4f32-edad-11ea-ba23-0e11022a69b4,1182073,18,electronic equipment,3213000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e4fbe-edad-11ea-888b-25176f5d06e9,1424965,18,business,4439000,1,real estate,1,0,bank,1,existing loans paid back duly till now,0
d68e5040-edad-11ea-9dd6-0bf0725af5d7,1608183,10,new vehicle,3949000,1,building society savings agreement/life insurance,0,1,,1,existing loans paid back duly till now,0
d68e50cc-edad-11ea-aa70-46a356349be4,1473941,15,electronic equipment,1459000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68e514e-edad-11ea-aad7-0fe52090f62b,1540515,13,electronic equipment,882000,4,real estate,0,1,,2,critical/pending loans at other banks,0
d68e51da-edad-11ea-85e6-3b82b84a5ca2,1318823,24,electronic equipment,3758000,1,,0,0,,1,existing loans paid back duly till now,0
d68e525c-edad-11ea-824a-19a7683f9dc4,1545574,6,business,1743000,1,real estate,0,0,,2,delay in paying off loans in the past,0
d68e52e8-edad-11ea-8991-0faa0f77f9ff,1408229,9,education,1136000,4,,0,0,,2,critical/pending loans at other banks,1
d68e5374-edad-11ea-9545-3b35f4be98a7,1605868,9,domestic appliances,1236000,1,real estate,0,0,,1,existing loans paid back duly till now,0
d68e53f6-edad-11ea-915c-17ac7a2f7c9a,1176865,9,FF&E,959000,1,car or other,0,0,,1,existing loans paid back duly till now,1
d68e5482-edad-11ea-b7a7-094290657b6e,1806619,18,used vehicle,3229000,2,,0,0,,1,critical/pending loans at other banks,0
d68e550e-edad-11ea-9bd3-566d5a8a168d,1273483,12,electronic equipment,6199000,4,building society savings agreement/life insurance,0,0,,2,no loans taken/all loans paid back duly,1
d68e5590-edad-11ea-9ad5-3bcd951f8862,1754537,10,education,727000,4,,0,0,,1,existing loans paid back duly till now,0
d68e5626-edad-11ea-b9fd-5ad59a6fc972,1419059,24,new vehicle,1246000,4,real estate,0,0,stores,1,existing loans paid back duly till now,1
d68e56a8-edad-11ea-98a8-22a4e8c4026e,1141822,12,electronic equipment,2331000,1,real estate,1,0,,1,critical/pending loans at other banks,0
d68e5734-edad-11ea-9414-195bde21da17,1825588,36,electronic equipment,4463000,4,car or other,0,0,,2,delay in paying off loans in the past,1
d68e57c0-edad-11ea-b37c-28632229594d,1426103,12,electronic equipment,776000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e5842-edad-11ea-b5fc-238e32db372c,1227016,30,FF&E,2406000,4,real estate,0,0,,1,existing loans paid back duly till now,1
d68e58ce-edad-11ea-930a-06e73eda4bac,1750981,18,education,1239000,4,,0,0,,1,existing loans paid back duly till now,0
d68e595a-edad-11ea-ae0c-4398c7ccb4b9,1805732,12,electronic equipment,3399000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e59e6-edad-11ea-abe3-174f4b45a0f2,1144294,12,new vehicle,2247000,2,car or other,0,0,stores,2,delay in paying off loans in the past,0
d68e5a68-edad-11ea-887b-1a16d4c75362,1476733,6,FF&E,1766000,1,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e64ae-edad-11ea-9a13-2557f0fa7385,1331656,18,FF&E,2473000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e6670-edad-11ea-8a05-333a74b8cbc9,1377901,12,business,1542000,2,car or other,0,0,,1,existing loans paid back duly till now,0
d68e674c-edad-11ea-ac9d-0db8efce19cb,1213250,18,used vehicle,3850000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68e67f6-edad-11ea-b7eb-3fd0ab8842e3,1787350,18,FF&E,3650000,1,car or other,0,0,,1,existing loans paid back duly till now,0
d68e6882-edad-11ea-ae19-0a5286a137b1,1488941,36,FF&E,3446000,4,car or other,0,0,,1,existing loans paid back duly till now,1
d68e690e-edad-11ea-97cb-0c26707643b4,1435055,18,FF&E,3001000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68e69a4-edad-11ea-bbb1-56a4d5a58224,1471101,36,new vehicle,3079000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e6a30-edad-11ea-ad1f-49b894dea3d9,1312020,18,electronic equipment,6070000,3,car or other,0,0,,2,critical/pending loans at other banks,0
d68e6abc-edad-11ea-bd4b-1ed54fa19e00,1511094,10,FF&E,2146000,1,real estate,0,0,,2,critical/pending loans at other banks,0
d68e6b48-edad-11ea-a59e-4cdd3aa56508,1703409,60,new vehicle,13756000,2,,0,0,bank,1,critical/pending loans at other banks,0
d68e6bd4-edad-11ea-96c7-022ca41de717,1663400,60,,14782000,3,,0,0,bank,2,all loans at this bank paid back duly,1
d68e6c60-edad-11ea-9311-1a3f084bf57d,1632577,48,business,7685000,2,car or other,0,1,,1,all loans at this bank paid back duly,1
d68e6cec-edad-11ea-a34d-01b2c2564b41,1711334,18,electronic equipment,2320000,2,real estate,0,0,,2,delay in paying off loans in the past,0
d68e6d6e-edad-11ea-aa40-35ffc9e81a4d,1820644,7,electronic equipment,846000,3,,0,0,,1,delay in paying off loans in the past,0
d68e6dfa-edad-11ea-8069-2d8066c65068,1633625,36,new vehicle,14318000,4,,0,0,,1,existing loans paid back duly till now,1
d68e6e90-edad-11ea-ae19-03b742e1c2d8,1493373,6,new vehicle,362000,4,car or other,0,0,,2,critical/pending loans at other banks,0
d68e6f12-edad-11ea-910a-1e0f5750753d,1140091,20,FF&E,2212000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68e6f9e-edad-11ea-ab40-15dae0b67035,1530567,18,used vehicle,12976000,3,,0,0,,1,existing loans paid back duly till now,1
d68e702a-edad-11ea-8d1c-16058524c149,1560648,22,new vehicle,1283000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68e70b6-edad-11ea-b070-3bc8ff404b14,1835901,12,new vehicle,1330000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e7138-edad-11ea-94c1-1ff7f81539c3,1446865,30,business,4272000,2,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68e71c4-edad-11ea-a2aa-2a44f7fbb87f,1159806,18,electronic equipment,2238000,2,car or other,0,0,,2,critical/pending loans at other banks,0
d68e7250-edad-11ea-96bc-3f5d62113b84,1198484,18,electronic equipment,1126000,4,real estate,0,0,,1,existing loans paid back duly till now,0
d68e72dc-edad-11ea-9717-570d863c7962,1900089,18,FF&E,7374000,4,building society savings agreement/life insurance,0,0,stores,2,critical/pending loans at other banks,0
d68e735e-edad-11ea-917e-4c403ee5b145,1466824,15,business,2326000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
