applicant_id,Primary_applicant_age_in_years,gender_ord,Marital_status_ord,Number_of_dependents,Housing_ord,Years_at_current_residence,Employment_status_ord,Has_been_employed_for_at_least_ord,Has_been_employed_for_at_most_ord,Telephone_ord,Foreign_worker,Savings_account_balance_ord,Balance_in_existing_bank_account_lower_limit_of_bucket_ord,Balance_in_existing_bank_account_upper_limit_of_bucket_ord,loan_application_id,Months_loan_taken_for,Purpose_ord,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property_ord,Has_coapplicant,Has_guarantor,Other_EMI_plans_ord,Number_of_existing_loans_at_this_bank,Loan_history_ord,high_risk_applicant
1387053,39,2,2,1,1,4,1,7.0,,1.0,1,1.0,,0.0,d68de6a0-edad-11ea-8137-1c0bfe669aab,6,2.0,860000,1,,0,0,,2,2,0
1563602,51,2,2,1,1,3,1,4.0,7.0,1.0,1,2.0,,,d68de72c-edad-11ea-99c7-5304b12a3853,12,2.0,682000,4,1.0,0,0,,2,2,0
1901178,28,1,1,1,1,2,1,1.0,4.0,,1,1.0,,0.0,d68de7ae-edad-11ea-a435-21ec7001d2ef,36,3.0,5371000,3,3.0,0,1,,2,2,0
1841686,46,1,1,1,1,4,1,7.0,,,1,4.0,,,d68de83a-edad-11ea-8707-1265ff9ba77f,18,1.0,1582000,4,1.0,0,0,,2,2,0
1403203,42,1,1,2,3,4,1,7.0,,1.0,1,2.0,,,d68de8c6-edad-11ea-839b-51bb45f16e3b,6,1.0,1346000,2,,0,0,1.0,1,1,0
1448565,38,1,1,1,1,4,1,1.0,4.0,1.0,0,1.0,,,d68de948-edad-11ea-9d4f-48db9ec10cf8,10,1.0,1924000,1,3.0,0,0,,1,1,0
1538125,24,1,1,1,1,1,1,1.0,4.0,,1,1.0,2.0,,d68de9d4-edad-11ea-944a-0fbc09e75266,36,1.0,5848000,4,1.0,0,0,,1,1,0
1115975,29,2,2,1,2,4,1,7.0,,,1,4.0,0.0,2.0,d68dea56-edad-11ea-a62e-0ecdbd3bb870,24,4.0,7758000,2,,0,0,,1,2,0
1230615,36,1,1,1,2,4,3,4.0,7.0,1.0,1,2.0,0.0,2.0,d68deae2-edad-11ea-b054-16d5ca20d9b0,24,5.0,6967000,4,1.0,0,0,,1,3,0
1841503,20,2,2,1,2,4,1,1.0,4.0,,1,1.0,,0.0,d68deb6e-edad-11ea-905b-15f939ba2694,12,3.0,1282000,2,1.0,0,0,,1,1,1
1321123,48,1,1,2,1,4,1,7.0,,,0,2.0,,0.0,d68debf0-edad-11ea-ab45-516383633504,9,7.0,1288000,3,2.0,0,1,,2,2,0
1691733,45,1,3,1,1,1,2,7.0,,,1,1.0,,0.0,d68dec7c-edad-11ea-bcb1-443da326aaff,12,9.0,339000,4,1.0,0,0,1.0,1,5,0
1680095,38,1,1,1,1,3,1,4.0,7.0,1.0,1,2.0,0.0,2.0,d68decfe-edad-11ea-87cf-2921baabd7ac,24,2.0,3512000,2,1.0,0,0,1.0,2,1,0
1660328,34,1,1,2,1,2,2,1.0,4.0,,1,,,,d68ded8a-edad-11ea-8643-1254e9fb3cdf,6,1.0,1898000,1,2.0,0,0,,2,2,0
1187072,36,1,1,2,1,4,1,7.0,,1.0,1,2.0,,,d68dee16-edad-11ea-af01-041f8f7ee439,24,1.0,2872000,3,2.0,0,0,,1,2,0
1460273,30,2,2,1,1,1,1,0.0,1.0,,1,1.0,,,d68dee98-edad-11ea-b1ec-1a66ffed6a22,18,2.0,1055000,4,3.0,0,0,,2,2,0
1138817,36,1,1,1,1,3,1,4.0,7.0,1.0,1,3.0,,,d68def1a-edad-11ea-9116-204e6861f7af,15,8.0,1262000,4,3.0,0,0,,2,1,0
1628583,70,1,1,1,3,4,3,,0.0,1.0,1,1.0,0.0,2.0,d68defb0-edad-11ea-839f-0bb5e3c05cfc,10,2.0,7308000,2,,0,0,1.0,1,1,0
1734823,36,1,1,1,1,4,1,7.0,,,1,3.0,,,d68df03c-edad-11ea-a402-4225d9f7795d,36,2.0,909000,4,3.0,0,0,,1,1,0
1280180,32,1,1,1,1,2,1,1.0,4.0,1.0,1,3.0,,,d68df0be-edad-11ea-9239-5197bf45d142,6,3.0,2978000,1,1.0,0,0,,1,1,0
1279502,33,2,2,1,1,2,1,,0.0,,1,1.0,,0.0,d68df14a-edad-11ea-b4fe-0d7da3d02598,18,3.0,1131000,4,1.0,0,0,,1,1,1
1699886,20,2,2,1,1,1,1,0.0,1.0,,1,4.0,0.0,2.0,d68df1cc-edad-11ea-a739-3d9476516c48,11,3.0,1577000,4,2.0,0,0,,1,1,0
1183811,25,2,2,1,2,4,1,4.0,7.0,1.0,1,1.0,,,d68df258-edad-11ea-9c62-24ee8d739306,24,3.0,3972000,2,3.0,0,0,,1,1,0
1775311,31,1,4,1,1,4,1,7.0,,1.0,1,1.0,0.0,2.0,d68df2da-edad-11ea-86c0-04ac1fe387a7,24,5.0,1935000,4,2.0,0,0,,2,2,1
1770037,33,1,1,2,2,3,1,7.0,,,1,1.0,,0.0,d68df366-edad-11ea-aa58-0aa667a9b3d4,15,2.0,950000,4,1.0,0,0,,2,6,1
1420832,26,2,2,1,1,1,1,1.0,4.0,1.0,1,1.0,,,d68df3e8-edad-11ea-a333-2a851fe887b5,12,3.0,763000,4,2.0,0,0,,1,1,0
1388983,34,2,2,1,1,2,3,,0.0,1.0,1,1.0,0.0,2.0,d68df46a-edad-11ea-b0c5-4133c19d295a,24,3.0,2064000,3,3.0,0,0,,1,3,1
1827797,33,1,1,1,1,2,1,1.0,4.0,,0,1.0,0.0,2.0,d68df4f6-edad-11ea-a260-12f89efc1421,8,1.0,1414000,4,2.0,0,1,,1,1,0
1758397,26,1,1,1,1,1,1,0.0,1.0,,1,1.0,,0.0,d68df58c-edad-11ea-a78c-217c3a2c1d49,21,6.0,3414000,2,3.0,0,0,,2,3,1
1126090,53,2,2,1,1,1,3,,0.0,1.0,1,,,,d68df60e-edad-11ea-8261-0e3eef8dd0b1,30,4.0,7485000,4,2.0,0,0,1.0,1,5,1
1653715,42,1,4,1,1,1,1,1.0,4.0,,1,1.0,,0.0,d68df69a-edad-11ea-9808-4873292db72a,12,3.0,2577000,2,1.0,0,0,,1,1,0
1534783,52,1,1,1,1,4,1,7.0,,,1,3.0,,0.0,d68df726-edad-11ea-9a33-592dd6ab3f4b,6,1.0,338000,4,1.0,0,0,,2,2,0
1705627,31,1,1,2,2,2,3,4.0,7.0,1.0,1,1.0,,,d68df7b2-edad-11ea-abd8-5320e7b625a7,12,1.0,1963000,4,1.0,0,0,,2,1,0
1156764,65,1,1,1,1,4,1,7.0,,,1,1.0,,0.0,d68df834-edad-11ea-b55c-35ec71aec9c8,21,2.0,571000,4,2.0,0,0,,2,2,0
1351247,28,1,4,1,1,1,1,0.0,1.0,,1,1.0,,,d68df8c0-edad-11ea-a84e-3604320c9c15,36,5.0,9572000,1,1.0,0,0,,2,3,1
1324848,30,1,4,1,1,2,3,1.0,4.0,1.0,1,1.0,0.0,2.0,d68df942-edad-11ea-9207-50d72d85dfff,36,5.0,4455000,2,2.0,0,0,2.0,2,3,1
1706494,40,1,1,2,1,2,2,1.0,4.0,,1,,,0.0,d68df9ce-edad-11ea-b183-1bd84eb93786,21,2.0,1647000,4,3.0,0,0,,2,5,1
1325093,50,1,1,1,1,4,1,1.0,4.0,1.0,1,4.0,,,d68dfa50-edad-11ea-8172-566f2bd879b2,24,3.0,3777000,4,2.0,0,0,,1,2,0
1168078,36,1,1,2,1,4,1,7.0,,1.0,1,1.0,0.0,2.0,d68dfadc-edad-11ea-9e38-276031c5a3e4,18,2.0,884000,4,1.0,0,0,1.0,1,2,1
1625627,31,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68dfb5e-edad-11ea-b6c6-085496dc24df,15,1.0,1360000,4,3.0,0,0,,2,2,0
1645519,74,2,2,2,3,4,3,7.0,,1.0,1,1.0,0.0,2.0,d68dfbea-edad-11ea-a14d-0e99ca708378,9,4.0,5129000,2,,0,0,1.0,1,5,1
1308726,68,1,1,1,3,3,4,,0.0,1.0,1,1.0,0.0,2.0,d68dfc6c-edad-11ea-afa0-2b42891c93fc,16,2.0,1175000,2,1.0,0,0,,3,2,0
1460398,20,1,3,1,1,1,1,4.0,7.0,,1,2.0,,0.0,d68dfcf8-edad-11ea-86e4-4e67dd612fb1,12,1.0,674000,4,3.0,0,0,,1,1,1
1802699,33,2,2,1,1,4,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68dfd7a-edad-11ea-b36d-4c90b8873a62,18,3.0,3244000,1,1.0,0,0,1.0,2,6,0
1693215,54,1,1,1,1,3,3,1.0,4.0,1.0,1,4.0,,,d68dfe06-edad-11ea-98cd-0e23b6f47010,24,5.0,4591000,2,3.0,0,0,,3,1,1
1493175,34,1,1,2,3,4,2,4.0,7.0,,1,2.0,0.0,2.0,d68dfe88-edad-11ea-8c5f-54a2d30e5c2d,48,5.0,3844000,4,,0,0,,1,6,1
1387043,36,1,1,2,1,2,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68dff14-edad-11ea-b866-01168000e841,27,5.0,3915000,4,1.0,0,0,,1,1,1
1603493,29,1,3,1,2,2,1,4.0,7.0,,1,1.0,,,d68dff96-edad-11ea-a38c-431d08fa81f1,6,1.0,2108000,2,2.0,0,0,,1,1,0
1807486,21,1,1,1,2,4,1,1.0,4.0,,1,2.0,0.0,2.0,d68e0022-edad-11ea-9d70-3c103640d5c9,45,1.0,3031000,4,3.0,0,1,,1,1,1
1543290,34,2,2,1,1,3,3,7.0,,1.0,1,1.0,0.0,2.0,d68e00a4-edad-11ea-8b49-45f1405c5e34,9,6.0,1501000,2,1.0,0,0,,2,2,1
1468750,28,2,2,1,1,1,1,1.0,4.0,1.0,1,1.0,,,d68e0130-edad-11ea-bbab-1e4beea30152,6,1.0,1382000,1,1.0,0,0,,2,2,0
1849580,27,2,2,1,2,4,1,0.0,1.0,,1,2.0,0.0,2.0,d68e01bc-edad-11ea-9e29-53acf47e6b1b,12,3.0,951000,4,1.0,0,0,1.0,4,1,1
1855241,36,1,1,1,3,4,1,7.0,,1.0,1,,0.0,2.0,d68e023e-edad-11ea-95c9-3f1412907590,24,4.0,2760000,4,,0,0,1.0,1,1,0
1709944,40,1,4,1,1,3,3,7.0,,1.0,1,1.0,0.0,2.0,d68e02ca-edad-11ea-b64a-3127203dc83e,18,3.0,4297000,4,,0,0,,1,3,1
1781381,52,1,1,1,1,2,1,7.0,,1.0,1,3.0,,,d68e034c-edad-11ea-b1de-0821def7510b,9,6.0,936000,4,1.0,0,0,,2,2,0
1505411,27,1,3,1,1,3,2,1.0,4.0,,1,1.0,,0.0,d68e03d8-edad-11ea-9d2e-1f822d5d9631,12,2.0,1168000,4,2.0,0,0,,1,1,0
1662647,26,1,1,1,1,4,1,4.0,7.0,,1,1.0,,,d68e0464-edad-11ea-b45d-210779936409,27,5.0,5117000,3,1.0,0,0,,2,3,0
1277108,21,1,3,1,2,4,1,4.0,7.0,,1,1.0,,0.0,d68e04f0-edad-11ea-a684-30e6a7a18332,12,9.0,902000,4,3.0,0,0,,1,1,1
1632379,38,1,1,2,1,1,2,7.0,,,1,1.0,,,d68e0572-edad-11ea-b1be-0eb82d669d63,12,2.0,1495000,4,2.0,0,0,,2,2,0
1232889,38,1,1,2,3,4,3,7.0,,1.0,1,1.0,,0.0,d68e05fe-edad-11ea-8777-5804b48f186d,30,4.0,10623000,3,,0,0,,3,2,0
1729265,43,1,1,1,1,4,1,7.0,,1.0,1,1.0,,,d68e0680-edad-11ea-a217-59d58130e295,12,3.0,1935000,4,2.0,0,0,,3,2,0
1266769,26,1,1,1,1,3,1,4.0,7.0,,1,1.0,0.0,2.0,d68e070c-edad-11ea-88f7-37a732ef1a71,12,8.0,1424000,4,3.0,0,0,,1,2,0
1457378,21,1,3,1,1,2,2,1.0,4.0,,1,1.0,,0.0,d68e078e-edad-11ea-a940-17d25b3ebb34,24,5.0,6568000,2,1.0,0,0,2.0,1,1,0
1241829,55,1,1,1,1,2,1,4.0,7.0,,0,4.0,,,d68e081a-edad-11ea-ba71-1fe7ad7778f8,12,4.0,1413000,3,3.0,0,0,,1,1,0
1586696,33,1,1,2,1,2,1,1.0,4.0,,1,,,,d68e08a6-edad-11ea-be71-5562220c53ef,9,1.0,3074000,1,2.0,0,0,,2,2,0
1878718,45,2,2,1,1,4,2,7.0,,1.0,1,,,,d68e0932-edad-11ea-ab97-58f00c90dff8,36,1.0,3835000,2,2.0,0,0,,1,1,0
1613024,50,1,1,1,1,4,1,,0.0,1.0,1,1.0,,0.0,d68e09b4-edad-11ea-b0f3-55edee17ecbe,27,5.0,5293000,2,3.0,0,0,2.0,2,6,1
1781216,66,1,1,1,1,4,3,7.0,,1.0,1,1.0,2.0,,d68e0a40-edad-11ea-a933-2cf27647c1e9,30,5.0,1908000,4,2.0,0,0,,1,3,1
1529476,51,1,1,1,1,2,1,7.0,,1.0,1,,,,d68e0ac2-edad-11ea-948a-3ff265ce8f10,36,1.0,3342000,4,1.0,0,0,,1,2,0
1680133,39,2,2,1,1,3,2,4.0,7.0,,1,,0.0,2.0,d68e0b4e-edad-11ea-ab53-12f15db15309,6,9.0,932000,1,3.0,0,0,,2,2,0
1671701,31,1,1,1,1,1,1,4.0,7.0,1.0,1,1.0,,0.0,d68e0bda-edad-11ea-b84d-4e7eecabc40d,18,5.0,3104000,3,3.0,0,0,1.0,1,6,0
1698484,23,1,1,1,1,2,1,1.0,4.0,1.0,1,1.0,2.0,,d68e0c66-edad-11ea-b0b3-1fa0e1d66548,36,1.0,3913000,2,2.0,0,0,,1,1,0
1482932,24,1,4,1,2,2,2,1.0,4.0,,1,1.0,,0.0,d68e0ce8-edad-11ea-b987-10fbb2aa3ec7,24,3.0,3021000,2,2.0,0,0,,1,1,0
1332984,64,2,2,1,1,4,1,1.0,4.0,1.0,1,1.0,,,d68e0d74-edad-11ea-a29e-1f15d7951196,10,2.0,1364000,2,1.0,0,0,,1,1,0
1280672,26,1,3,1,1,1,2,0.0,1.0,,1,1.0,0.0,2.0,d68e0df6-edad-11ea-a84b-0a0936775ec2,12,1.0,625000,4,2.0,0,1,1.0,1,1,0
1622064,23,2,2,1,2,4,1,1.0,4.0,1.0,1,,,0.0,d68e0e82-edad-11ea-b8a3-35a9057ed467,12,6.0,1200000,4,3.0,0,0,1.0,1,1,0
1593121,30,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68e0f04-edad-11ea-8da1-12333b8e6c4b,12,1.0,707000,4,2.0,0,0,1.0,2,1,0
1128002,32,1,1,2,1,4,1,1.0,4.0,1.0,1,,,,d68e0f90-edad-11ea-8cc7-074ebdd5a364,24,5.0,2978000,4,2.0,0,0,,2,3,0
1761229,30,1,1,1,1,2,1,1.0,4.0,1.0,1,1.0,,,d68e1012-edad-11ea-a1dc-02a2e32dacd7,15,4.0,4657000,3,1.0,0,0,,1,1,0
1564360,27,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68e109e-edad-11ea-a0a4-17fc848e6c37,36,7.0,2613000,4,1.0,0,0,,2,6,0
1749949,27,1,1,1,1,2,1,4.0,7.0,1.0,1,4.0,0.0,2.0,d68e1120-edad-11ea-89cc-04181e7efb5f,48,1.0,10961000,1,,1,0,1.0,2,1,1
1468094,53,1,1,1,3,4,3,7.0,,1.0,1,1.0,,0.0,d68e11ac-edad-11ea-a0d7-54fc6ee145ce,12,3.0,7865000,4,,0,0,,1,1,1
1857654,22,1,1,1,1,2,1,4.0,7.0,,1,1.0,,,d68e122e-edad-11ea-b9e8-0a3108df5de0,9,1.0,1478000,4,1.0,0,0,,1,1,1
1785759,22,1,1,1,3,1,1,0.0,1.0,,1,1.0,,0.0,d68e12ba-edad-11ea-9549-0981b4b9a301,24,3.0,3149000,4,,0,0,1.0,1,1,0
1596358,26,1,1,1,1,2,1,1.0,4.0,,1,1.0,2.0,,d68e1346-edad-11ea-a567-40073b2c65ce,36,1.0,4210000,4,1.0,0,0,,1,1,1
1515190,51,1,1,1,3,4,2,7.0,,,1,3.0,,,d68e13c8-edad-11ea-9247-02f78e6677c0,9,2.0,2507000,2,,0,0,,1,1,0
1720597,35,1,1,1,1,1,1,4.0,7.0,,1,2.0,,,d68e1454-edad-11ea-85fa-2f978cfb56de,12,1.0,2141000,3,,0,0,,1,1,0
1487170,25,1,3,1,1,2,2,1.0,4.0,,1,1.0,0.0,2.0,d68e14d6-edad-11ea-a31c-23194c8d5577,18,1.0,866000,4,2.0,0,1,,1,1,0
1570458,42,1,1,2,1,1,2,4.0,7.0,,1,1.0,,,d68e156c-edad-11ea-a877-347e6a1e2ea7,4,1.0,1544000,2,2.0,0,0,,3,2,0
1216325,30,1,1,2,1,2,3,,0.0,,1,1.0,,0.0,d68e15f8-edad-11ea-876e-3b88c3d951ee,24,1.0,1823000,4,1.0,0,0,2.0,1,1,1
1810247,23,1,1,1,1,2,4,,0.0,1.0,1,,0.0,2.0,d68e1684-edad-11ea-9009-0089176fd6e6,6,2.0,14555000,1,3.0,0,0,,1,1,1
1303121,61,1,4,1,2,2,2,7.0,,,1,2.0,0.0,2.0,d68e1706-edad-11ea-96c6-333508d5ad1f,21,5.0,2767000,4,1.0,0,0,1.0,2,1,1
1755306,35,2,2,1,1,2,1,1.0,4.0,,1,1.0,,,d68e1792-edad-11ea-9782-57ea288367ef,12,1.0,1291000,4,3.0,0,0,,2,2,0
1429938,39,1,1,2,1,3,1,7.0,,,1,1.0,,0.0,d68e1814-edad-11ea-bfae-20144406b85f,30,1.0,2522000,1,3.0,0,1,,1,1,0
1255291,29,2,2,1,1,2,1,7.0,,,1,,,0.0,d68e18a0-edad-11ea-8960-490b274c8527,24,2.0,915000,4,1.0,0,0,1.0,1,1,1
1766084,51,1,1,2,1,2,1,4.0,7.0,,1,1.0,,,d68e192c-edad-11ea-900f-2f8360289e46,6,1.0,1595000,3,3.0,0,0,,1,1,0
1598979,24,1,1,2,3,4,1,7.0,,,1,1.0,,0.0,d68e19ae-edad-11ea-ba93-13f365df0d46,48,4.0,4605000,3,,0,0,,2,6,1
1700009,27,2,2,1,1,2,1,1.0,4.0,,1,1.0,,,d68e1a3a-edad-11ea-b615-5860f8ba15b2,12,5.0,1185000,3,2.0,0,0,,2,2,0
1591456,35,2,2,2,1,3,2,1.0,4.0,,1,3.0,,,d68e1ac6-edad-11ea-8f68-351b995233b8,12,9.0,3447000,4,2.0,0,0,,1,5,0
1444099,25,1,1,1,1,1,1,4.0,7.0,1.0,1,1.0,,,d68e1b48-edad-11ea-be10-3935548fdc15,24,5.0,1258000,4,2.0,0,0,,1,1,0
1627604,52,1,1,1,1,4,1,7.0,,,1,1.0,,,d68e1bd4-edad-11ea-b4b5-00cacbe309d1,12,1.0,717000,4,2.0,0,0,,3,2,0
1533746,35,1,1,1,2,1,1,1.0,4.0,,0,2.0,,,d68e1c56-edad-11ea-b2a7-191919502787,6,2.0,1204000,4,,0,0,1.0,1,6,0
1659113,26,1,1,1,1,2,1,1.0,4.0,,1,1.0,2.0,,d68e1ce2-edad-11ea-a051-1d0bb5078fe9,24,3.0,1925000,2,2.0,0,0,,1,1,0
1276035,22,2,2,1,2,4,1,,0.0,,1,1.0,,,d68e1d64-edad-11ea-bbb3-547a3436cc52,18,1.0,433000,3,2.0,1,0,,1,1,1
1812017,39,2,2,1,1,4,2,4.0,7.0,1.0,1,4.0,,0.0,d68e1df0-edad-11ea-a91d-3fe8cb8081c7,6,2.0,666000,3,2.0,0,0,,2,2,0
1540012,46,2,2,1,1,2,2,1.0,4.0,,1,1.0,2.0,,d68e1e7c-edad-11ea-a2c3-3e44efa427a4,12,3.0,2251000,1,1.0,0,0,,1,1,0
1582743,24,2,2,1,1,2,1,1.0,4.0,,1,1.0,0.0,2.0,d68e1efe-edad-11ea-94e0-1be6e48a3384,30,2.0,2150000,4,,0,1,1.0,1,1,1
1891614,35,1,1,1,1,3,1,1.0,4.0,,1,2.0,,,d68e1f8a-edad-11ea-ab60-53cc53b08fd4,24,3.0,4151000,2,3.0,0,0,,2,3,0
1685016,24,1,1,1,1,1,1,4.0,7.0,1.0,1,,0.0,2.0,d68e200c-edad-11ea-bcbb-1f78cc3a5acb,9,3.0,2030000,2,1.0,0,0,,1,1,0
1656238,27,1,1,1,1,1,2,1.0,4.0,,1,,0.0,2.0,d68e2098-edad-11ea-9e1e-41d5d9e7b728,60,1.0,7418000,1,2.0,0,0,,1,3,0
1444375,35,1,1,1,1,2,2,1.0,4.0,,1,1.0,,,d68e211a-edad-11ea-9895-13c4181fc5f7,24,1.0,2684000,4,2.0,0,0,,2,2,0
1148952,29,1,4,1,3,1,1,1.0,4.0,,1,1.0,,0.0,d68e21a6-edad-11ea-99c3-152c796ded8d,12,1.0,2149000,4,,0,0,,1,5,1
1397248,23,2,2,1,1,4,1,0.0,1.0,1.0,1,2.0,,,d68e2228-edad-11ea-b7aa-4eab7872da17,15,4.0,3812000,1,1.0,0,0,,1,1,0
1513777,57,2,2,1,1,4,2,,0.0,,1,2.0,,,d68e22b4-edad-11ea-85af-2566a56d91f3,11,1.0,1154000,4,2.0,0,0,,3,2,0
1352424,27,1,1,1,1,2,1,1.0,4.0,,1,1.0,,0.0,d68e2340-edad-11ea-a8bb-50e0c15ea523,12,3.0,1657000,2,2.0,0,0,,1,1,0
1585697,55,2,2,1,1,4,1,7.0,,,1,1.0,,0.0,d68e23cc-edad-11ea-92dd-3f3f75c69901,24,1.0,1603000,4,1.0,0,0,,1,1,0
1552427,36,1,1,1,3,4,3,7.0,,1.0,1,1.0,,0.0,d68e244e-edad-11ea-99f0-42b1e91f9fe4,18,2.0,5302000,2,,0,0,,3,2,0
1194650,57,2,2,1,3,4,2,7.0,,,1,1.0,,,d68e24da-edad-11ea-be4e-45c4e36808ac,12,6.0,2748000,2,,0,0,1.0,3,2,0
1516910,32,1,1,2,1,4,2,7.0,,,0,1.0,,,d68e255c-edad-11ea-917c-517b775255a7,10,2.0,1231000,3,2.0,0,0,,2,2,0
1847834,37,1,1,2,1,3,1,7.0,,,1,1.0,0.0,2.0,d68e25e8-edad-11ea-80bb-36d3df6975b9,15,1.0,802000,4,1.0,0,0,,1,1,1
1647128,36,1,1,1,1,4,1,7.0,,,1,,,,d68e266a-edad-11ea-99e3-29272d55e400,36,5.0,6304000,4,2.0,0,0,,2,2,0
1232944,38,2,2,1,1,3,1,0.0,1.0,1.0,1,1.0,,,d68e26f6-edad-11ea-bed5-4a97cc530028,24,1.0,1533000,4,1.0,0,0,2.0,1,1,0
1310758,45,1,4,1,1,4,3,7.0,,1.0,0,1.0,,0.0,d68e2782-edad-11ea-88c8-2293147a4e28,14,2.0,8978000,1,3.0,0,0,,1,1,1
1650945,25,1,1,1,1,2,1,7.0,,,1,,,,d68e280e-edad-11ea-94e1-288ca5e59666,24,1.0,999000,4,1.0,0,0,,2,1,0
1193039,32,1,1,1,1,3,1,4.0,7.0,,0,,,,d68e2890-edad-11ea-bbb4-4ba1c6c68ac8,18,2.0,2662000,4,3.0,0,0,,1,1,0
1753115,37,2,2,1,2,4,1,4.0,7.0,1.0,1,3.0,,,d68e291c-edad-11ea-8209-57673362a353,12,3.0,1402000,3,1.0,0,0,,1,2,0
1799149,36,1,1,1,3,4,3,,0.0,1.0,1,,0.0,2.0,d68e29a8-edad-11ea-9d7e-30c40388002a,48,2.0,12169000,4,,1,0,,1,5,0
1152260,28,1,1,1,1,4,1,4.0,7.0,,1,1.0,0.0,2.0,d68e2a2a-edad-11ea-ada6-2781c5a56266,48,1.0,3060000,4,2.0,0,0,,2,1,1
1522384,34,1,4,1,1,1,2,0.0,1.0,1.0,1,1.0,,0.0,d68e2ab6-edad-11ea-aee5-0f35292a4c8b,30,7.0,11998000,1,,0,0,,1,1,1
1826417,32,1,1,2,1,2,1,1.0,4.0,,1,1.0,,,d68e2b42-edad-11ea-a975-3b4dbdddddb6,9,1.0,2697000,1,2.0,0,0,,1,1,0
1860196,26,2,2,1,1,2,1,1.0,4.0,,1,1.0,,,d68e2bc4-edad-11ea-8b41-20866d5b3127,18,1.0,2404000,2,1.0,0,0,,2,2,0
1832835,49,1,4,1,1,4,2,7.0,,1.0,1,,,0.0,d68e2c50-edad-11ea-9b2e-37f4f1543f2e,12,3.0,1262000,2,3.0,0,0,,1,1,0
1268091,32,2,2,1,1,4,1,0.0,1.0,,1,1.0,,,d68e2cdc-edad-11ea-b541-0b6ee74deb74,6,3.0,4611000,1,3.0,0,0,,1,1,1
1755105,29,1,1,1,2,4,3,1.0,4.0,1.0,1,2.0,,,d68e2d68-edad-11ea-99d6-36938c64c002,24,1.0,1901000,4,1.0,0,0,,1,1,0
1769868,23,1,1,1,2,4,1,7.0,,1.0,1,4.0,,,d68e2dea-edad-11ea-8c8b-52156d83aedb,15,4.0,3368000,3,,0,0,,2,2,0
1243419,50,1,1,1,1,2,1,1.0,4.0,,1,1.0,,,d68e2e76-edad-11ea-80ef-0d1fa36cd6fd,12,3.0,1574000,4,2.0,0,0,,1,1,0
1131444,49,1,1,1,1,4,2,4.0,7.0,,1,,2.0,,d68e2ef8-edad-11ea-b7f9-428333b15f7e,18,1.0,1445000,4,1.0,0,0,1.0,1,5,0
1844436,63,1,1,1,1,4,1,7.0,,,1,,,,d68e2f84-edad-11ea-a240-1e0945cf1819,15,3.0,1520000,4,3.0,0,0,,1,2,0
1856693,37,1,4,1,1,2,1,0.0,1.0,1.0,1,2.0,0.0,2.0,d68e3010-edad-11ea-a853-30a319c4addf,24,2.0,3878000,4,1.0,0,0,,1,2,0
1405233,35,2,2,1,1,1,2,0.0,1.0,1.0,1,1.0,,0.0,d68e309c-edad-11ea-854a-54c6ae45ce7d,47,2.0,10722000,1,2.0,0,0,,1,1,0
1442483,26,1,1,2,1,3,1,4.0,7.0,,1,1.0,,0.0,d68e3128-edad-11ea-af8b-4401e9ad68c7,48,4.0,4788000,4,3.0,0,0,,1,1,0
1761078,31,1,1,1,3,4,3,,0.0,1.0,1,2.0,0.0,2.0,d68e31aa-edad-11ea-b7b9-0b881c038c4d,48,,7582000,2,,0,0,,1,3,0
1838488,49,2,2,1,1,4,1,1.0,4.0,1.0,1,1.0,0.0,2.0,d68e3236-edad-11ea-b092-3f5812819474,12,1.0,1092000,4,2.0,0,1,,2,1,0
1379318,48,1,3,1,1,4,1,0.0,1.0,,1,1.0,,0.0,d68e32c2-edad-11ea-8a35-405e89018877,24,1.0,1024000,4,2.0,0,0,2.0,1,3,1
1688183,26,1,3,1,1,2,1,1.0,4.0,1.0,0,1.0,,,d68e334e-edad-11ea-87a3-4a4963dbf552,12,5.0,1076000,2,2.0,0,0,,1,1,0
1340983,28,1,3,1,2,4,3,0.0,1.0,1.0,1,1.0,0.0,2.0,d68e33d0-edad-11ea-9e51-408fea272a74,36,4.0,9398000,1,1.0,0,0,,1,1,1
1163798,44,2,2,2,3,4,3,7.0,,1.0,1,1.0,,0.0,d68e345c-edad-11ea-a1f9-245ec6f2aec2,24,4.0,6419000,2,,0,0,,2,2,0
1225433,56,1,1,1,3,4,1,7.0,,,1,1.0,2.0,,d68e34e8-edad-11ea-a655-04c93e4deb34,42,4.0,4796000,4,,0,0,,1,2,0
1563134,46,1,4,2,1,2,3,7.0,,,1,,,,d68e3574-edad-11ea-a7f9-21b1548846fd,48,5.0,7629000,4,1.0,0,0,1.0,2,2,0
1559877,26,2,2,1,1,2,1,0.0,1.0,1.0,1,1.0,0.0,2.0,d68e3600-edad-11ea-9548-25671bd96035,48,3.0,9960000,1,1.0,0,0,,1,1,1
1437216,20,2,2,1,2,4,1,0.0,1.0,,1,,,,d68e368c-edad-11ea-ac6e-32841db1b677,12,4.0,4675000,1,1.0,0,0,,1,1,0
